sku,name,price,shop,comments
100018364804,晨光(M&G)文具计算器 电脑按键桌面办公计算机 办公用品12位大屏幕计算器 白色单个装ADG981B3I,33.90￥,晨光京东自营官方旗舰店,20万+条评价
657297,齐心(Comix)双电源桌面办公计算器 12位大屏幕桌面计算机 学生办公文具用品 C-330,12.80￥,齐心京东自营官方旗舰店,20万+条评价
10039044979655,晨光（M&G）计算器财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 【非语音 财务专用】98198灰色双电池/无语音,48.84￥,晨光专卖店,1万+条评价
10096901380243,Canon佳能P23-DTSC办公出纳会计财务双色打印型计算器 皮行银行商超收银计算机,248.00￥,凯迪鑫发办公专营店,19条评价
11376165819,(deli) 无语音 经济型大屏幕计算器 财务专用太阳能大按键计算机,32.90￥,得力易得力办公专卖店,1000+条评价
10085030353034,小学生专用计算器四年级上册人教版数学课文教学教材专用计算机 白色款（10位数）,13.80￥,百美小店,2000+条评价
14364294,全国计算机等级考试真题详解及密押试卷-二级C语言程序设计,7.71￥,盛世天明教育京东自营旗舰店,29条评价
100017662479,三年二班 糖果色计算器12位大屏幕计算机学生考试办公用迷你便携高颜值会计记算机器 森林绿,21.80￥,三年二班京东自营旗舰店,5000+条评价
10041320283224,晨光（MG） 科学计算器多功能工程学生用一建考试专用大学小号便携四年级会计财管考研机器函数计算机考试 【升级款】深邃黑+螺丝刀,20.00￥,晨光呵晨专卖店,5000+条评价
10082121779955,得力（deli）计算器财务会计办公学生计算机大屏幕大按键闹钟铃声日历多功能计算器 837Y经济款【语音】,29.00￥,得力易得力办公专卖店,5000+条评价
10111124942951,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 多巴胺柠檬黄一个,14.90￥,京喜自营官方店,30条评价
100046534882,得力(deli)函数科学计算器 240种功能考试专用计算机(适用于考试考公初高中生)D82MS 深蓝色,19.80￥,办公文具店,1000+条评价
10082287423244,得力计算器女语音款男神办公用办公专用商用计算机带声音女生 1555大号-电池电源（语音款）,88.90￥,酷盛通商行店,100+条评价
10055671120428,得力（deli）837es系列双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 【牛奶白】双电源（送电池）-TE837C,17.90￥,斯美奇办公用品专营店,2万+条评价
10111124942952,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 多巴胺樱语粉一个,14.90￥,京喜自营官方店,30条评价
68378950820,卡西欧（CASIO） fx-991CN X中文版函数科学计算器学生考试专用物理化学竞赛大学计算机 【老款991CN X】黑色+四件套,188.00￥,凯迪鑫发办公专营店,5万+条评价
100009575550,卡西欧(CASIO) FX-82ES PLUS A-2 函数科学计算器学生考试日常学习慧白 大学高中初中学生适用,68.00￥,精品文具京东海外自营专区,去看二手条评价
10045459596646,得力(deli)计算器带语音款计算机会计大号计算机器大按键大屏幕 1559N/大号金属拉丝面板香槟金,29.90￥,货通办公文具小店,500+条评价
100070033589,得力（deli）圆点高按键时尚计算器 10位数字显示 高颜值学生/办公用品 TE35黄色,29.90￥,得力京东自营官方旗舰店,300万+条评价
10466114440,得力（deli） 计算器大屏幕多功能语音计算机 大按键12位真人语音 学生会计财务办公用品 【中号语音】大屏水晶按键-砖石银1512,29.70￥,得力优必利专卖店,5000+条评价
10090231540657,晨光（M&G）科学计算器大学生考试多功能初中高中生高考函数计算机器办公用计算器 240种计算功能 （灰色）标准屏,17.80￥,晨光办公旗舰店,1000+条评价
11490061141,得力（deli） 语音计算器大屏幕多功能计算机大按键12位真人语音学生会计财务办公用品 1542A土豪金加大屏【语音】,64.00￥,得力易得力办公专卖店,1000+条评价
10043189677,原装卡西欧（CASIO）DS-2B-GD办公财务会计专用计算器快速翻打静音银行金融计算机 金色 18.95cm X 14cm,125.00￥,环中线办公专营店,1000+条评价
2358639,天章TG-1654桌面计算器/大屏幕计算机办公财务学生计算器考试专用双电源太阳能大按键带电池,24.90￥,天章京东自营官方旗舰店,5万+条评价
12006637,深入理解计算机系统（原书第3版）,91.70￥,机械工业出版社京东自营官方旗舰店,10万+条评价
659832,广博(GuangBo)12位大屏语音型计算器财务办公计算机器 NC-1681,21.00￥,广博京东自营官方旗舰店,10万+条评价
10107247312224,太阳能计算器高颜值办公用财务会计计算机器可爱多巴胺大学生用大号键盘按键计算器商用便携 星暮紫丨双电源计算器 【有声版】太阳能+电池,36.90￥,航世数码专营店,500+条评价
100047386162,卡西欧(CASIO) fx-350CN CW科学函数计算器财务会计注会CPA考试学习适用fx-350CN X升级版社会人士使用,108.00￥,卡西欧计算器京东自营官方旗舰店,1万+条评价
1876583,卡西欧（CASIO）MX-120B 商务计算器 小型机 灰色 商用,46.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10055495759418,2024年12月考试适用】新版小黑课堂计算机二级ms office 全国计算机等级考试二级 office题库 小黑老师计算机二级WPS office通关秘籍 新版 小黑课堂计算机...,26.90￥,兴华教育旗舰店,1万+条评价
10037183153523,得力（deli）便携型迷你计算器太阳能双电源学生用考试计算机时尚高颜值彩色小号计算器 【便携双电源12位数显示附贴纸】素雅白,19.90￥,得力麦多专卖店,2000+条评价
10035875109361,得力（deli）便携型迷你计算器太阳能双电源学生用考试计算机时尚高颜值彩色小号计算器 【便携双电源12位数显示附贴纸】清澈蓝,19.90￥,得力麦多专卖店,2000+条评价
10035875109362,得力（deli）便携型迷你计算器太阳能双电源学生用考试计算机时尚高颜值彩色小号计算器 【便携双电源12位数显示附贴纸】樱花粉,19.90￥,得力麦多专卖店,2000+条评价
11376069951,得力(deli) 办公计算器财务商务计算机 银行办公计算机器大屏幕键盘按键 办公用品 白色 2135,49.90￥,得力易得力办公专卖店,2000+条评价
10101483027321,得力（deli）TE837C双电源计算机12位大屏幕显示桌面计算器财务会计用计算机耐磨按键 办公用品 浅粉色,17.50￥,豪码办公专营店,200+条评价
49259549531,佳能（Canon）WS-1200H时尚白领商务型台式会计电子计算器12位数太阳能大号财务办公用计算机 原色,82.00￥,众匠计算器专营店,2000+条评价
100055408593,卡西欧(CASIO) fx-999CNCW科学函数计算器 宋浩老师推荐 fx-991CN升级12大功能大学社会人士学习考试黑色,193.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
14276035,大话计算机科学：生活中的计算思维,59.40￥,清华大学出版社京东自营官方旗舰店,100+条评价
10074596426233,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 蓝色+4件套,19.90￥,得力麦多专卖店,5万+条评价
37165060620,得力（deli） 函数计算器 学生科学计算器考试多功能考研会计计算机 D991CN 白色中文版（大学~）498种计算功能,79.00￥,得力易得力办公专卖店,1万+条评价
2211894,得力(deli)大屏12位语音计算器计算机 男女真声切换 电子琴功能可弹音乐 学生/办公口算 蓝灰色 1556,59.00￥,得力京东自营官方旗舰店,5万+条评价
10054882647363,得力（deli）计算器带语音款商用计算机会计专用 大号多功能计算机器大按键大屏幕商务办公室办公用品 1559N丨加大款-香槟金,34.90￥,得力墨子专卖店,1万+条评价
14125483,计算机是怎样跑起来的（第2版）（图灵出品）,41.90￥,人民邮电出版社京东自营官方旗舰店,1万+条评价
100011153487,得力(deli)学习考试函数计算器 240种功能考试计算机(适用于初高中)航天少年 学习用品白1700P,26.50￥,得力京东自营官方旗舰店,50万+条评价
100081167693,齐心(Comix)学生大屏计算器桌面计算器机械手感按键 办公用品 柔雾C-2022,39.90￥,齐心京东自营官方旗舰店,2000+条评价
100047386162,卡西欧(CASIO) fx-350CN CW科学函数计算器财务会计注会CPA考试学习适用fx-350CN X升级版社会人士使用,108.00￥,卡西欧计算器京东自营官方旗舰店,1万+条评价
10112152350011,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【活动专享】-随机升级款1个,10.90￥,京喜自营官方店,200+条评价
100012857756,得力(deli)双电源电脑按键计算器 12位金属面板桌面计算机 财务金融/银行计算 办公用品 蓝色2137,52.60￥,得力京东自营官方旗舰店,20万+条评价
10095753060760,计算器高颜值女神大学生办公室用多功能柔性键盘财务会计计算机器可爱网红款商用桌面大号机械按键 【渐变紫】柔性键盘计算器,19.90￥,锐耀办公专营店,500+条评价
10094525036192,得力（deli）可爱多巴胺高键盘计算器电脑按键高按键计算器大学生用办公室用财务会计高颜值计算机器 【柔性高按键】奶酪布丁 TE36,34.90￥,得力官方旗舰店,5000+条评价
100057606850,三年二班 多巴胺计算器学生用彩色可爱机械按键计算机器办公室用高颜值财务会计商用 白色款,25.80￥,三年二班京东自营旗舰店,1万+条评价
11376165819,(deli) 无语音 经济型大屏幕计算器 财务专用太阳能大按键计算机,32.90￥,得力易得力办公专卖店,1000+条评价
10116635353281,科学计算器大学生用初高中高考函数化学计算机一二建考试专用考研 主图款,27.00￥,刻裕数码专营店,7条评价
100010815986,齐心(Comix)函数计算器 学生多功能考试计算机科学计算器(初高中生适用) C-82MS深蓝,19.00￥,齐心京东自营官方旗舰店,1万+条评价
100033423667,得力(deli)双电源便携款计算器  可爱小巧 10位数宽屏学生四年级桌面计算机 办公/学习用品 白色TE122,24.50￥,得力京东自营官方旗舰店,2万+条评价
5843117,得力(deli)双电源时尚计算器 轻薄机身平板按键桌面计算机 办公用品 黑色1589P,49.00￥,得力京东自营官方旗舰店,20万+条评价
10045459596645,得力(deli)计算器带语音款计算机会计大号计算机器大按键大屏幕 33560/金属拉丝面板香槟金,22.40￥,货通办公文具小店,500+条评价
37165060620,得力（deli） 函数计算器 学生科学计算器考试多功能考研会计计算机 D991CN 白色中文版（大学~）498种计算功能,79.00￥,得力易得力办公专卖店,1万+条评价
100070685057,齐心（Comix）双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 TMC-837橙白,17.90￥,齐心京东自营官方旗舰店,10万+条评价
10111124942953,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 多巴胺月光白一个,14.90￥,京喜自营官方店,30条评价
10098353766808,得力（deli）D82MS计算器时尚函数计算器240种功能科学计算机适用于初高中生学习考试用 浅粉色,19.90￥,豪码办公专营店,500+条评价
100051498644,得力(deli)D82MS函数科学计算器 240种功能考试计算机(适用于初高中生) 纯白,19.90￥,办公用品直营店,200+条评价
11792503274,得力（deli） 计算器语音商用计算机会计专用大号多功能计算机器大按键大屏幕办公用品商务办公室 1559N加大款【防锈金属面板】-香槟色,34.90￥,斯美奇办公用品专营店,10万+条评价
11376069951,得力(deli) 办公计算器财务商务计算机 银行办公计算机器大屏幕键盘按键 办公用品 白色 2135,49.90￥,得力易得力办公专卖店,2000+条评价
1261719,卡西欧（CASIO）MH-12-WE 小型12位双电源 超宽计算器 白色 专业计算系列,27.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10035496478257,得力计算器办公用大学生商用考试专用高颜值记算计算机会计太阳能电池双电源多功能大屏财务记算器 【象牙白】双电源,17.90￥,得力齐达利专卖店,1000+条评价
10087735057995,伊达时 科学计算器FC-991CN中文版大学生电路复数相量函数解方程考研考试专用进制转换矩阵 991CN+ 中文版 黑色,59.00￥,伊达时官方旗舰店,1万+条评价
10023252332724,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 【时尚款屏幕加大30%】蓝色 赠6件礼+贴纸,22.40￥,得力麦多专卖店,5万+条评价
10079540959618,可充电计算器带手写板迷你便携学生会计办公学习专用计算机写字板 充电计算器-黑色,58.00￥,新生活经营部,200+条评价
10026535811634,Casio 卡西欧FX-991CNX中文版科学函数计算器初高中大学考研物理化学竞赛高考适用 老款FX-991CN X蓝色+四件套,183.00￥,卡西欧计算器旗舰店,5万+条评价
10105549067134,得力（deli） 计算器语音商用计算机会计专用大号多功能计算机器大按键大屏幕办公用品商务办公室 27559加大款【防锈金属面板】-香槟色,29.90￥,斯美奇办公用品专营店,10万+条评价
10074596426234,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 白色+4件套,19.90￥,得力麦多专卖店,5万+条评价
100006136917,晨光(M&G)文具语音型计算器 818冲锋号桌面计算机 学生/办公通用12位大屏幕计算器 黑色单个装ADG98818,23.90￥,晨光京东自营官方旗舰店,20万+条评价
10072230912380,卡西欧（CASIO） fx-991CN X中文版函数科学计算器学生考试专用物理化学竞赛大学计算机 【2023升级款991CN CW】黑色+四件套,188.00￥,凯迪鑫发办公专营店,5万+条评价
12627795,C Primer Plus 第6版 中文版(异步图书出品),54.00￥,人民邮电出版社京东自营官方旗舰店,10万+条评价
11317604346,得力(deli)桌面通用办公计算器 12位大屏幕 双电源经典款 837ES,12.50￥,得力易得力办公专卖店,500+条评价
100018100419,纽赛（NUSIGN）时尚办公计算器 德国创意设计 大按键双电源设计 高颜值学生四年级计算器 白色NS042,35.70￥,得力京东自营官方旗舰店,2万+条评价
100125892034,得力(deli)双电源便携款计算器  可爱小巧 10位数宽屏学生四年级桌面计算机 办公/学习用品 蓝色TE122,24.50￥,得力京东自营官方旗舰店,2万+条评价
10030417418539,得力计算器考试专用大学科学计算器多功能公务员大学生考研一建二建会计用初中生三角函数计算机 浅蓝 大屏幕,22.40￥,得力齐达利专卖店,2000+条评价
10089917282778,晨光语音计算器商务办公用品店铺用计算机器大号大按键大屏幕真人发音财务学生会计专用音乐小号便携 MG-166-语音款,30.65￥,晨光办公旗舰店,5000+条评价
100009558074,卡西欧(CASIO) FX-82ES PLUS A-2 函数科学计算器学生考试日常学习睿蓝 大学高中初中学生适用,68.00￥,卡西欧计算器京东自营官方旗舰店,20万+条评价
10115383945257,计算器办公用高颜值柔性键盘大学生计算机语音财务会计女生可爱网红桌面大号大屏多功能商用考试计算机器 【店长推荐-语音款】巧克力棕?赠电池,95.76￥,豪琦权源文具专营店,1条评价
10113419614803,语音款计算器多巴胺女神款办公用计算机高颜值带语音学生用女生少女心创意键盘按键有声音网红款 【语音款】丁香紫/送电池,17.72￥,京喜自营官方店,1000+条评价
1884781,卡西欧（CASIO）DX-12B 商务计算器 大型机 黑色经典款 商用,55.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
100069368098,得力（deli）轻薄便携计算器 12位数字显示财务/个人计算器 办公/学习用品 TE121黄色,23.90￥,得力京东自营官方旗舰店,5万+条评价
10073826524453,晨光（MG）糖果色便携款计算器 可爱小巧 12位数宽屏桌面计算机 学生/财务计算办公文具用品 牛奶白（赠1枚7号电池）,16.62￥,晨光晨耀专卖店,1000+条评价
100047386124,卡西欧（CASIO）fx-991CN CW科学函数计算器fx-991升级款大学生物化生竞赛学习考试粉色款,183.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10112554797148,得力（deli） 双电源桌面办公计算器四年级12位大屏幕桌面小学计算机器财务会计用大屏幕办公用品 【经典款837ES】双电源-配电池,10.70￥,得力永茂专卖店,500+条评价
10039044979668,晨光（M&G）计算器财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 【水晶按键 加大号】98727金色/语音款,25.80￥,晨光专卖店,1万+条评价
10055684178127,得力(deli)台式计算器财务会计双电源太阳能桌面计算器计算机 白色-双电源（附一节电池),15.90￥,货通办公文具小店,1000+条评价
10111124959053,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 小号透明粉色 一个,15.90￥,京喜自营官方店,5000+条评价
100137575442,悠梵萌念数计数器手指戒指型电子手按小巧机械数显数念数点记数器,9.75￥,悠梵萌民俗京东自营旗舰店,100+条评价
100029634588,佳能Canon WS-1200H 12位数大号商务办公计算器双电源宽屏办公桌面经典计算器,85.00￥,信鹏发京东自营旗舰店,5000+条评价
10093634203370,计算器女神高颜值款办公室专用记算机器语音小号网红迷你可爱女生儿童学生计算机会计财务商用小型多功能家用 4个装大合集(贈餸电池),157.90￥,惠勤办公文具专营店,2条评价
10055054777842,晨光 计算器带语音商务办公用品店铺用计算机器大号大按键大屏幕真人发音财务学生会计专用音乐小号便携 语音金属面板大号-香槟银,32.90￥,晨光晨耀专卖店,5000+条评价
10040416433098,晨光（MG） 计算器办公桌面型计算器大按键双电源计算机会计专用太阳能计算器学生用带语音财务便携办公 语音计算器 98740,20.98￥,晨光呵晨专卖店,5000+条评价
1121731,夏普（SHARP） EL-8128-NW 大屏大字大键商务办公计算器 （象牙白色）,79.00￥,信鹏发京东自营旗舰店,5000+条评价
10094651083377,计算机之父的脑子，堪比爱因斯坦的脑子，买了自动长到大脑上， 默认,2.94￥,笙依诗图书卖场店,10条评价
10090949519054,伊达时高颜值女神多巴胺系列计算器办公用方糖柔性电脑按键语音款大号商用可爱机械按键计算机 Q16棕（语音型带发音）,27.80￥,伊达时官方旗舰店,200+条评价
10077033958407,得力语音计算器 大按键大屏幕带声音商用计算器 办公专用大号多功能计算机器 办公用品商务办公室 语音款大屏幕-皓月银,19.90￥,得力墨子专卖店,62条评价
12746396761,卡西欧（CASIO）FX-82ES PLUS A多功能函数科学计算器初高中学生用考研成人考试计算机 智黑,61.00￥,众匠计算器专营店,2万+条评价
36948294023,得力（deli）837es系列双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 【升级语音款】（送电池）-837TM,19.40￥,斯美奇办公用品专营店,2万+条评价
10110093206609,儿童手表学生党电子计算器手表日期算数字电子手表男表 1个颜色随机,9.90￥,京喜自营官方店,500+条评价
10101875282095,【官方正版】王道2025计算机408考研复习指导计算机组成原理操作系统数据结构计算机网络计算机考研历年真题冲刺模拟卷教材课程考试大纲解析 【预...,46.90￥,云图图书旗舰店,5000+条评价
10078833875191,12位充电写字板计算器液晶手写板学生财务便携折叠记事办公计算机 12位液晶手写板计算器,89.00￥,唯酷wicue官方旗舰店,89条评价
10073473636665,【规格任选】新手零基础学电脑word excel ppt从入门到精通office高效办公wps教程表格制作函数+ excel数据处理与分析教程书籍办公软件office书籍计算机应用基础高效办公应用大全,38.80￥,广东人民出版社官方旗舰店,2000+条评价
10084242467360,"京东国际
卡西欧（CASIO）DY-120真人发音计算器办公台式大屏幕语音计算机 【土豪金】大号GY-120【宽15.5cm 长20",160.00￥,SHUNYUANJU海外专营店,30条评价
10096026993597,得力函数计算器 学生科学计算器考试多功能考研会计计算机 D991CN 黑色中文版(大学~)498种计算功能,78.90￥,得力七启专卖店,42条评价
10107275337003,全3册】CCF中学生计算机程序设计 入门篇基础篇提高篇 CCF中学生计算机程序设计教材noip竞赛中学生计算机编程经典教材CSP认证书籍 CCF中学生计算机程...,25.70￥,智源图书专营店,200+条评价
10044106933024,Casio 卡西欧J-120F计算器日常商务办公大学生时尚可爱送礼计算机 J-120F流云黄,119.00￥,卡西欧计算器旗舰店,100+条评价
10039044979657,晨光（M&G）计算器财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 【电脑按键款】98133 灰白色双电池/无语音,27.80￥,晨光专卖店,1万+条评价
10037279867773,得力（deli） 科学计算器 学生用多功能考试函数计算机 初高中考试专用大学生会计注会机算器 [经典款-240种功能]深蓝色 +5件套,18.90￥,川昔办公专营店,1000+条评价
100079941078,得力（deli）圆点高按键时尚计算器 12位数字宽屏显示 高颜值学生四年级计算器 办公用品 学习用品 蓝色 TE36,34.90￥,得力京东自营官方旗舰店,300万+条评价
557785,齐心(Comix)双电源电脑按键计算器 12位大屏横式计算机 财务及银行人员适用 办公用品 白色C-2135,46.00￥,齐心京东自营官方旗舰店,10万+条评价
10113419419335,迷你计算器学生专用小学生四年级随身便携口袋计算机小型计算机器高颜值可爱女生少女心网红款儿童款 【迷你便携款】蓝色,4.49￥,京喜自营官方店,2000+条评价
10113419323628,高颜值太阳能计算器学生专用计算机小巧可爱女生少女心办公用服装店财务会计桌面大屏幕按键多功能个性双电源 【清澈蓝】大屏静音款（送1节电池...,9.38￥,京喜自营官方店,2000+条评价
696806,夏普（SHARP）EL-2135 商务办公 计算器  红色,109.00￥,信鹏发京东自营旗舰店,5万+条评价
10107384235035,得力计算器真人发音带语音店铺用办公室计算机器大号大按键大屏幕财务会计用音乐小号便携商务办公用品专用 【可弹电子琴/大号】1555(语音型),64.50￥,嘉迪亚办公文具店,36条评价
10061523406663,【模拟题现货+可选】2025计算机考研 王道计算机考研408复习指导系列 计算机考研教材系列408教材真题机试指南 王道408 历年真题解析+冲刺模拟题 套装...,97.63￥,文轩网旗舰店,5万+条评价
10111124959073,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 多巴胺中号天空蓝 一个,14.90￥,京喜自营官方店,5000+条评价
100070033593,得力（deli）金属面板桌面计算器 双电源简约轻薄机身 现代办公风格12位大屏数显 TE309浅黄,38.90￥,得力京东自营官方旗舰店,50万+条评价
10592211909,【免费刻字】Canon佳能WS-1200H 12位考试办公计算器大号财务计算机大按键太阳能时尚办公室 乳白原色-大号,85.00￥,艺旅办公专营店,2000+条评价
10055740191885,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 【航天款屏幕加大30%】白色 赠6件礼+贴纸,23.90￥,得力麦多专卖店,5万+条评价
11376103401,语音型计算器1526 财务用品 大按键语182*129*50mm,54.00￥,得力易得力办公专卖店,500+条评价
100044354795,得力（deli） 科学计算器一建考研考试用无存储二建大学生会计注会函数计算机统计初中生高中生学生用  白色,23.60￥,向阳花文具店,200+条评价
10103098690191,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【非太阳能语音款】雅典黑,11.90￥,京喜自营官方店,1000+条评价
10111124959058,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 小号透明紫色 两个,8.90￥,京喜自营官方店,5000+条评价
100015633160,晨光(M&G)文具语音计算器 桌面办公计算机 学生/办公通用12位大屏幕计算器 单个装ADG98738,32.90￥,晨光京东自营官方旗舰店,20万+条评价
10113344181825,迷你小型计算器学生考试专用可爱高颜值会计办公计算机居家日用套 蓝色,6.68￥,京喜自营官方店,500+条评价
100057890187,得力(deli)12位金属面板语音计算器 水晶大按键大屏幕财务计算器 办公文具用品 中号 香槟金33560,22.40￥,得力京东自营官方旗舰店,20万+条评价
10116054313345,人教版同款计算器学生专用小学四年级计算机小型高颜值多功能学习数学分数课本同步 【教材同款】紫色,25.68￥,卡图诺文具旗舰店,14条评价
10081849528656,德州仪器ba ii plus财会金融计算器TI-BAII/CMA/CFA/FRM考试机 TI-BA II PLUS普通版,235.00￥,TI德州仪器计算器经营部,200+条评价
13944872,计算机底层的秘密,70.80￥,电子工业出版社京东自营官方旗舰店,5000+条评价
10103098690190,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【非太阳能语音款】纯洁白,11.90￥,京喜自营官方店,1000+条评价
100070033583,得力（deli）水晶按键语音计算器 12位数字显示 带闹铃/时间日期显示功能 财务办公用品 TE221抹苔绿,23.90￥,得力京东自营官方旗舰店,20万+条评价
10077033958407,得力语音计算器 大按键大屏幕带声音商用计算器 办公专用大号多功能计算机器 办公用品商务办公室 语音款大屏幕-皓月银,19.90￥,得力墨子专卖店,62条评价
7075641,卡西欧（CASIO）DH-120 金属面板宽屏计算器 12位 办公用品,79.00￥,精品文具京东海外自营专区,去看二手条评价
10029692895356,未来教育2024年9月全国计算机等级考试二级ms office高级应用上机题库模拟考场核心考点国二真题试卷网课程计算机二级考试教材office2016模拟考场可搭wp...,28.00￥,未来教育官方旗舰店,5万+条评价
10094525036193,得力（deli）可爱多巴胺高键盘计算器电脑按键高按键计算器大学生用办公室用财务会计高颜值计算机器 【柔性高按键】咖啡牛奶 TE36,34.90￥,得力官方旗舰店,5000+条评价
10094640543584,文具双电源电脑按键计算器 12位大屏桌面计算机财务及银行人员适 大屏桌面按键-双电源,26.00￥,企采购次日达店,27条评价
100032875599,易简（yijan）口算练习机儿童早教益智玩具数学宝学习算数神器加减乘除生日礼物,22.90￥,易简京东自营旗舰店,2万+条评价
10112385885842,可爱多巴胺计算器高颜值女神款财务多功能大号计算机机械大按键 升级太阳能双电源-大号星露紫 【送7号电池+1张贴纸】,50.00￥,神赚学习用品专营店,15条评价
10071641929538,学得乐 高颜值女神计算器小学生四年级考试计算机器办公商用大学生专用可爱迷你儿童款小型便携太阳能多功能 迷你双电源/粉色,9.80￥,创优润德学生文具专营店,1000+条评价
10029697845866,正版CoreIDRAW从入门到精通全新中文版计算机实用技能书籍cdr教程CDR自学手绘图形图像矢量图,16.80￥,中昊欣彩图书专营店,200+条评价
10025849809873,夏普（SHARP）EL-2135电脑大按键银行财务会计出纳计算器12位数太阳能桌面电子商务办公计算机 EL-2135灰色【宽190MM*高154MM】,108.00￥,众匠计算器专营店,5000+条评价
10043950063003,【模拟题现货+可选】2025计算机考研 王道计算机考研408复习指导系列 计算机考研教材系列408教材真题机试指南 王道计算机数据结构复习指导,53.00￥,文轩网旗舰店,5万+条评价
13309236,计算机实用技能丛书：新手学电脑从入门到精通,19.90￥,中少书盟京东自营官方旗舰店,2000+条评价
11376066592,得力（deli） 财务办公计算器日常时尚彩色按键双电源计算器 1589平板 白色,54.80￥,得力易得力办公专卖店,1000+条评价
10114919429500,人教版同款小学生计算器四年级专用学习分数课本同步计算机多功能大屏幕大按键小号便携学生用 教材同款   赠送电池,29.81￥,欣知生活日用店,32条评价
10098353766807,得力（deli）D82MS计算器时尚函数计算器240种功能科学计算机适用于初高中生学习考试用 深灰色,19.90￥,豪码办公专营店,500+条评价
10081951417150,晨光财务计算器会计专用语音款办公用大号计算机器商用大按键大屏 【水晶按键 大号】98740语音款,30.52￥,诚倍德商行店,44条评价
100070033573,得力（deli）轻薄便携计算器 12位数字显示财务/个人计算器 办公/学习用品 TE121蓝色,23.90￥,得力京东自营官方旗舰店,5万+条评价
1155514,卡西欧（CASIO） DY-120-GD 语音计算器蟠龙金 真人发音金属机身,79.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10104640280871,B.O.W航世 太阳能计算器高颜值办公用财务会计计算机器可爱多巴胺大学生用大号键盘按键计算器商用便携 皓月白丨双电源计算器 丨太阳能+电池,35.90￥,航世数码专营店,500+条评价
10030179754412,【科目可选】备考2024 全国计算机等级考试 2024考试教材 未来教育 计算机二级MS Office2024 高级应用,38.80￥,文轩网旗舰店,2000+条评价
10066119824814,柔性键盘计算器办公室用12位ins女神机械轴语音计算机可爱会计财务考试网红高颜值大学生商用 奶茶色-语音款,36.45￥,锐耀办公专营店,5000+条评价
71386819028,得力（deli） 计算器 桌面通用办公计算机 12位大屏幕 双电源 2137 电脑按键 银色,45.00￥,名乔办公专营店,1万+条评价
34056737623,卡西欧（CASIO） fx-991cn cw学生竞赛用科学计算器春考考研学业复数运算高中生函数计算机 【黑色】新款991CN CW+8件套,188.00￥,锐耀办公专营店,5000+条评价
100016327977,佳能Canon LS-120H 财务计算器商务办公台式时尚创意小号便捷计算器,61.00￥,信鹏发京东自营旗舰店,5000+条评价
10073473636665,【规格任选】新手零基础学电脑word excel ppt从入门到精通office高效办公wps教程表格制作函数+ excel数据处理与分析教程书籍办公软件office书籍计算机应用基础高效办公应用大全,38.80￥,广东人民出版社官方旗舰店,2000+条评价
10103098690197,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【非太阳能语音款】舒适蓝,11.90￥,京喜自营官方店,1000+条评价
10088824902619,Plus第6版中文版+习题解答【套装2册】c语言编程计算机程序设计教材c语言从入门到精通零基础自学C语言编程入门教程书籍 C Primer Plus,54.00￥,文轩网旗舰店,2000+条评价
